relativeIndex	absoluteIndex	description	TP	FP	TN	FN	Acc	MCC	F1	Recall	Precision	Count
63	116	[NX3v3,SX2,OX2;!$(*C=[#7,#8,#15,#16])][CX4;!$(C([N,S,O])([N,S,O])[!#6])][FX1,ClX1,BrX1,IX1] (Halogen_acetal_like)	215.0	171.0	155448.0	183.0	0.9977310164917925	0.5473967539757276	0.548469387755102	0.5402010050251256	0.5569948186528497	398.0
64	117	[NX3v3,SX2,OX2;!$(*C=[#7,#8,#15,#16])][CX4;!$(C([N,S,O])([N,S,O])[!#6])][FX1,ClX1,BrX1,IX1,NX3v3,SX2,OX2;!$(*C=[#7,#8,#15,#16])] (Acetal_like)	17485.0	1997.0	133081.0	3454.0	0.9650614997083651	0.845830546580267	0.8651443556567131	0.8350446535173599	0.8974951237039318	20939.0
65	119	[NX3v3,SX2,OX2;$(**=[#7,#8,#15,#16])][CX4;!$(C([N,S,O])([N,S,O])[!#6])][NX3v3,SX2,OX2;!$(*C=[#7,#8,#15,#16])] (NOS_methylen_ester_and_similar)	1903.0	728.0	151476.0	1910.0	0.9830915861733016	0.5927654900166849	0.5906269397889509	0.4990820875950695	0.7232991258076776	3813.0
66	120	[NX3v3,SX2,OX2;$(**=[#7,#8,#15,#16])][CX4;!$(C([N,S,O])([N,S,O])[!#6])][FX1,ClX1,BrX1,IX1,NX3v3,SX2,OX2;!$(*C=[#7,#8,#15,#16])] (Hetero_methylen_ester_and_similar)	1894.0	732.0	151449.0	1942.0	0.9828608420877212	0.5886022803593853	0.5861962240792324	0.4937434827945777	0.7212490479817213	3836.0
67	122	[ClX1][CX3]=[CX3] (Chloroalkene)	217.0	105.0	155509.0	186.0	0.9981348186415583	0.601480731440308	0.5986206896551723	0.5384615384615384	0.6739130434782609	403.0
68	128	[OX2]([#6;!$(C=[N,O,S])])[CX3;$([H0][#6]),$([H1])]=[CX3] (Enolether)	2060.0	732.0	151365.0	1860.0	0.9833864258382099	0.6147043922127847	0.6138259833134684	0.5255102040816326	0.7378223495702005	3920.0
69	130	[NX3;$([NH2][CX3]),$([NH1]([CX3])[#6]),$([N]([CX3])([#6])[#6]);!$([N]*=[#7,#8,#15,#16])][CX3;$([CH]),$([C][#6])]=[CX3] (Enamine)	444.0	146.0	154917.0	510.0	0.9957953299960902	0.5899213842104702	0.5751295336787565	0.46540880503144655	0.752542372881356	954.0
70	139	[CX3;$([R0][#6]),$([H1R0])](=[OX1])[OX2][#6;!$(C=[O,N,S])] (Carboxylic_ester)	20775.0	4033.0	125984.0	5225.0	0.9406603126582359	0.7826746515539897	0.8177846008502598	0.7990384615384616	0.8374314737181554	26000.0
71	140	[#6][#6X3R](=[OX1])[#8X2][#6;!$(C=[O,N,S])] (Lactone)	10492.0	3686.0	137540.0	4299.0	0.9488196799066768	0.6963548325801926	0.7243605233180296	0.709350280576026	0.7400197489067569	14791.0
72	142	[$([#6X3H0][#6]),$([#6X3H])](=[!#6])[!#6] (Carboxylic_acid_derivative)	91031.0	7459.0	49232.0	8295.0	0.8990238243268361	0.7824899923437726	0.9203603348566345	0.9164871232104383	0.9242664229871053	99326.0
73	144	[CX3;$([R0][#6]),$([H1R0])](=[OX1])[SX2][#6;!$(C=[O,N,S])] (Carbothioic_S_ester)	126.0	65.0	155700.0	126.0	0.9987757744348372	0.5737278871196868	0.5688487584650114	0.5	0.6596858638743456	252.0
74	152	[CX3;$([R0][#6]),$([H1R0])](=[OX1])[#7X3;$([H2]),$([H1][#6;!$(C=[O,N,S])]),$([#7]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])])] (Amide)	30321.0	5888.0	115925.0	3883.0	0.937372209438715	0.8213912686446854	0.8612330109496826	0.8864752660507543	0.8373884945731724	34204.0
75	153	[CX3;$([R0][#6]),$([H1R0])](=[OX1])[NX3H2] (Primary_amide)	3264.0	975.0	150633.0	1145.0	0.9864117371824865	0.7480244910559916	0.7548566142460685	0.7403039237922432	0.7699929228591649	4409.0
76	154	[CX3;$([R0][#6]),$([H1R0])](=[OX1])[#7X3H1][#6;!$(C=[O,N,S])] (Secondary_amide)	25688.0	5067.0	121626.0	3636.0	0.944217617310934	0.8209802821124226	0.8551407313703623	0.8760060019096986	0.8352463014144041	29324.0
77	155	[CX3;$([R0][#6]),$([H1R0])](=[OX1])[#7X3H0]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])] (Tertiary_amide)	3691.0	1706.0	148526.0	2094.0	0.9756436798554003	0.6479728157935054	0.6601681273475228	0.6380293863439931	0.6838984621085789	5785.0
78	156	[#6R][#6X3R](=[OX1])[#7X3;$([H1][#6;!$(C=[O,N,S])]),$([H0]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])])] (Lactam)	8524.0	3178.0	140564.0	3751.0	0.9555881730837024	0.6872056150025135	0.7110147224423407	0.6944195519348269	0.7284224918817296	12275.0
79	160	[$([CX3;!R][#6]),$([CX3H;!R])](=[SX1])[#7X3;$([H2]),$([H1][#6;!$(C=[O,N,S])]),$([#7]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])])] (Thioamide)	68.0	30.0	155873.0	46.0	0.999512873597108	0.6431037462827595	0.6415094339622641	0.5964912280701754	0.6938775510204082	114.0
80	164	[CX3;$([H0][#6]),$([H1])](=[OX1])[#7X3;$([H1]),$([H0][#6;!$(C=[O,N,S])])][$([OX2H]),$([OX1-])] (Hydroxamic_acid)	245.0	96.0	155463.0	213.0	0.9980194465987681	0.6190013275513474	0.6132665832290364	0.5349344978165939	0.718475073313783	458.0
81	169	[#6R][#6X3R](=,:[#7X2;$([H1]),$([H0][#6;!$(C=[O,N,S])])])[OX2][#6;!$(C=[O,N,S])] (Imidolactone)	353.0	145.0	154952.0	567.0	0.995436394751854	0.5195371578520451	0.4978843441466855	0.38369565217391305	0.7088353413654619	920.0
82	175	[#6][#6X3R;$([H0](=[NX2;!$(N(=[#6X3][#7X3])C=[O,S])])[#7X3;!$(N([#6X3]=[#7X2])C=[O,S])]),$([H0](-[NX3;!$(N([#6X3]=[#7X2])C=[O,S])])=,:[#7X2;!$(N(=[#6X3][#7X3])C=[O,S])])]   (Imidolactam)	3006.0	1184.0	150206.0	1621.0	0.9820211899985258	0.6735136693689637	0.6818645797890438	0.6496650097255241	0.7174224343675417	4627.0
83	177	[#6R][#6X3R](=,:[#7X2;$([H1]),$([H0][#6;!$(C=[O,N,S])])])[FX1,ClX1,BrX1,IX1] (Imidoylhalide_cyclic)	630.0	305.0	154684.0	398.0	0.9954940807732491	0.6403407328965687	0.641874681609781	0.6128404669260701	0.6737967914438503	1028.0
84	179	[NX3,NX4+;!$([N]~[!#6]);!$([N]*~[#7,#8,#15,#16])][C][CX3](=[OX1])[OX2H,OX1-] (Alpha_aminoacid)	2423.0	842.0	152018.0	734.0	0.9898985366979239	0.7495487091913288	0.7545935845530987	0.7675007918910358	0.7421133231240429	3157.0
85	181	[NX3;$([N][CX3](=[OX1])[C][NX3,NX4+])][C][CX3](=[OX1])[NX3;$([N][C][CX3](=[OX1])[NX3,OX2,OX1-])] (Peptide_middle)	5275.0	595.0	149546.0	601.0	0.9923341687123839	0.8941953870925538	0.8981781031840625	0.897719537100068	0.8986371379897785	5876.0
86	182	[NX3;$([N][CX3](=[OX1])[C][NX3,NX4+])][C][CX3](=[OX1])[OX2H,OX1-] (Peptide_C_term)	11155.0	915.0	143541.0	406.0	0.9915329739707852	0.9397759651079921	0.9440988532013034	0.9648819306288383	0.924192212096106	11561.0
87	183	[NX3,NX4+;!$([N]~[!#6]);!$([N]*~[#7,#8,#15,#16])][C][CX3](=[OX1])[NX3;$([N][C][CX3](=[OX1])[NX3,OX2,OX1-])] (Peptide_N_term)	11061.0	758.0	143848.0	350.0	0.9928982098104694	0.9486386308657123	0.9523030563925958	0.969327841556393	0.9358659785091802	11411.0
88	189	[#6X3](=[OX1])[#6X3]=,:[#6X3][#7,#8,#16,F,Cl,Br,I] (Vinylogous_carbonyl_or_carboxyl_derivative)	27434.0	7020.0	113931.0	7632.0	0.9060871571687701	0.7288761553784132	0.7892405063291139	0.7823532766782638	0.7962500725605155	35066.0
89	190	[#6X3](=[OX1])[#6X3]=,:[#6X3][$([OX2H]),$([OX1-])] (Vinylogous_acid)	8666.0	3174.0	140980.0	3197.0	0.9591647064101989	0.7091197388890125	0.7312154579589081	0.7305066172131839	0.7319256756756757	11863.0
90	191	[#6X3](=[OX1])[#6X3]=,:[#6X3][#6;!$(C=[O,N,S])] (Vinylogous_ester)	55164.0	9791.0	83080.0	7982.0	0.8860829268605345	0.7648824866970698	0.8612579136774888	0.8735945269692459	0.8492648756831652	63146.0
91	192	[#6X3](=[OX1])[#6X3]=,:[#6X3][#7X3;$([H2]),$([H1][#6;!$(C=[O,N,S])]),$([#7]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])])] (Vinylogous_amide)	6645.0	2408.0	143414.0	3550.0	0.9618118538364409	0.6715315170921662	0.6904613466334165	0.6517900931829328	0.7340108251408373	10195.0
92	193	[#6X3](=[OX1])[#6X3]=,:[#6X3][FX1,ClX1,BrX1,IX1] (Vinylogous_halide)	713.0	563.0	153932.0	809.0	0.991206086516213	0.507247403246803	0.509649749821301	0.46846254927726677	0.5587774294670846	1522.0
93	197	[!#6][#6X3](=[!#6])[!#6] (Carbonic_acid_derivatives)	9475.0	1885.0	141106.0	3551.0	0.965157643077357	0.7603720528041653	0.7770852128270319	0.7273913711039459	0.8340669014084507	13026.0
94	201	[#7X3;!$([#7][!#6])][#6X3](=[OX1])[#7X3;!$([#7][!#6])] (Urea)	2733.0	970.0	150996.0	1318.0	0.9853349314497779	0.6981623649486246	0.7049264895537788	0.6746482350037027	0.7380502295436133	4051.0
95	202	[#7X3;!$([#7][!#6])][#6X3](=[SX1])[#7X3;!$([#7][!#6])] (Thiourea)	503.0	192.0	155047.0	275.0	0.9970067364453874	0.6825557351085166	0.6829599456890698	0.6465295629820051	0.7237410071942446	778.0
96	204	[#7X2;!$([#7][!#6])]=,:[#6X3]([#16X2&!$([#16][!#6]),SX1-])[#7X3;!$([#7][!#6])] (Isothiourea)	1956.0	658.0	152962.0	441.0	0.9929558958318645	0.7778634692569486	0.7806824985032927	0.8160200250312891	0.7482785003825555	2397.0
97	205	[N;v3X3,v4X4+][CX3](=[N;v3X2,v4X3+])[N;v3X3,v4X4+] (Guanidine)	2591.0	242.0	152833.0	351.0	0.9961991321458559	0.8955460531664472	0.8973160173160173	0.880693405846363	0.9145781856689023	2942.0
98	207	[#7X3][#6](=[OX1])[#8X2][#6] (Urethan)	1323.0	357.0	153242.0	1095.0	0.9906933218815899	0.6520598272270565	0.6456808199121523	0.5471464019851117	0.7875	2418.0
99	225	[Cl][c] (Arylchloride)	10678.0	550.0	144633.0	156.0	0.9954748520994507	0.9657437310994704	0.9679992747710996	0.985600886099317	0.9510153188457428	10834.0
100	226	[F][c] (Arylfluoride)	4914.0	407.0	150441.0	255.0	0.9957568726484934	0.9348024739060831	0.9368922783603432	0.950667440510737	0.9235106183048299	5169.0
101	227	[Br][c] (Arylbromide)	3323.0	199.0	152439.0	56.0	0.9983655627271387	0.962429598320484	0.963048833502391	0.9834270494229062	0.9434980124929018	3379.0
102	228	[I][c] (Aryliodide)	846.0	16.0	155062.0	93.0	0.999301358185326	0.9399968656530987	0.9394780677401444	0.9009584664536742	0.9814385150812065	939.0
103	231	[c]=[OX1] (Oxoarene)	17106.0	3760.0	130868.0	4283.0	0.9484479255465751	0.7799275738515106	0.8096556620518282	0.7997568843798214	0.8198025496022238	21389.0
104	232	[c]=[SX1] (Thioarene)	357.0	204.0	155252.0	204.0	0.997384900363422	0.6350513679404169	0.6363636363636364	0.6363636363636364	0.6363636363636364	561.0
105	233	[nX3H1+0] (Hetero_N_basic_H)	11873.0	3451.0	136890.0	3803.0	0.9535050667555459	0.7402507019431837	0.766	0.7573998468997193	0.7747977029496215	15676.0
106	234	[nX3H0+0] (Hetero_N_basic_no_H)	10289.0	3260.0	139272.0	3196.0	0.9586198939859117	0.7385396013337422	0.7611896130798254	0.7629959213941416	0.7593918370359436	13485.0
107	235	[nX2,nX3+] (Hetero_N_nonbasic)	22181.0	3082.0	127280.0	3474.0	0.9579789381926328	0.8461739333864019	0.8712439608782748	0.8645877996491912	0.8780034041879429	25655.0
108	236	[o] (Hetero_O)	13544.0	2630.0	136190.0	3653.0	0.9597287475082844	0.7896647948639712	0.8117227532887836	0.7875792289352794	0.8373933473475949	17197.0
109	237	[sX2] (Hetero_S)	3468.0	1166.0	150721.0	662.0	0.988283328098861	0.7867905694173585	0.7914194431766316	0.8397094430992736	0.7483815278377212	4130.0
110	238	[a;!c] (Heteroaromatic)	47698.0	4933.0	97432.0	5954.0	0.930219142785722	0.8447495089032078	0.897565932463329	0.8890255722060687	0.906271968991659	53652.0
111	242	[$([NX3](=O)=O),$([NX3+](=O)[O-])][!#8] (Nitro)	2894.0	290.0	152091.0	742.0	0.9933853362133613	0.8472610235253506	0.8486803519061583	0.7959295929592959	0.9089195979899497	3636.0
112	258	[SX4](=[OX1])(=[OX1])([$([OX2H]),$([OX1-])])[OX2][#6;!$(C=[O,N,S])] (Sulfuric_monoester)	117.0	31.0	155795.0	74.0	0.9993269964170571	0.695564391220502	0.6902654867256638	0.612565445026178	0.7905405405405406	191.0
113	263	[SX4D4](=[!#6])(=[!#6])([!#6])[!#6] (Sulfuric_derivative)	292.0	80.0	155439.0	206.0	0.9981668664312222	0.6775473837821792	0.671264367816092	0.5863453815261044	0.7849462365591398	498.0
