relativeIndex	absoluteIndex	description	TP	FP	TN	FN	Acc	MCC	F1	Recall	Precision	Count
14	25	[#6,#1]C([#6,#1])=C([#6,#1])O[#6] (26 enol ether)	2293.0	552.0	105004.0	1029.0	0.9854791601609141	0.7385522261995914	0.7436354791632885	0.6902468392534618	0.8059753954305799	3322.0
15	26	[#6][OH] (27 hydroxy compound)	83281.0	2817.0	19415.0	3365.0	0.9432208526975147	0.8269758574925107	0.9642129393785023	0.9611638159868892	0.9672814699528445	86646.0
16	27	C[OH] (28 alcohol)	69175.0	2822.0	33095.0	3786.0	0.9393082165359393	0.8638255612136524	0.9544143820968831	0.9481092638532915	0.9608039223856549	72961.0
17	28	[#6][CH2][OH] (29 primary alcohol)	18210.0	3538.0	83946.0	3184.0	0.9382611730560811	0.8057380332901191	0.8441889573965045	0.8511732261381696	0.8373183741033658	21394.0
18	29	[#6][CH]([#6])[OH] (30 secondary alcohol)	31503.0	3253.0	70886.0	3236.0	0.9404011829754404	0.8628590253608941	0.9066263759982732	0.9068482109444717	0.906404649556911	34739.0
19	30	[#6][C]([#6])([#6])[OH] (31 tertiary alcohol)	3624.0	1984.0	100600.0	2670.0	0.9572549091643858	0.5875370871502331	0.6089732818013779	0.5757864632983795	0.6462196861626248	6294.0
20	31	[#6,#1]C([#6,#1])([OH])C([#6,#1])([#6,#1])[OH] (32 1,2-diol)	21072.0	1375.0	84991.0	1440.0	0.9741453737210456	0.9210981769843245	0.9373873974065261	0.9360341151385928	0.9387445983873124	22512.0
21	32	[#6,#1]C([#6,#1])([OH])C([#6,#1])([#6,#1])[NH2] (33 1,2-aminoalcohol)	856.0	337.0	107039.0	646.0	0.9909715461342052	0.6350329947413201	0.6352504638218923	0.5699067909454061	0.7175188600167645	1502.0
22	33	c[OH] (34 phenol)	28129.0	3537.0	73987.0	3225.0	0.9378937893789379	0.8490226055392331	0.8927007299270073	0.8971423103910187	0.8883029116402451	31354.0
23	34	[OH]cc[OH] (35 1,2-diphenol)	4117.0	1471.0	101946.0	1344.0	0.9741453737210456	0.7316630368971031	0.745225812290705	0.75389122871269	0.736757337151038	5461.0
24	36	[#6]O[#6] (37 ether)	48325.0	3369.0	52335.0	4849.0	0.9245210235309245	0.8491795729379694	0.9216348171034061	0.9088088163388122	0.9348280264634193	53174.0
25	37	COC (38 dialkyl ether)	34938.0	2657.0	67182.0	4101.0	0.9379305277466522	0.8643184533541206	0.9118145992640342	0.8949512026435104	0.9293257082058785	39039.0
26	38	cOC (39 alkylaryl ether)	20218.0	3228.0	81867.0	3565.0	0.9376090670291519	0.8163700235110454	0.8561688792902666	0.8501030147584409	0.862321931246268	23783.0
27	39	cOc (40 diaryl ether)	687.0	171.0	107390.0	630.0	0.992643141865207	0.6429392218060899	0.6317241379310345	0.5216400911161732	0.8006993006993007	1317.0
28	40	[#6]S[#6] (41 thioether)	5403.0	998.0	101648.0	829.0	0.9832197505464833	0.8465589822387016	0.8553787698883876	0.8669768934531451	0.8440868614279019	6232.0
29	41	[#6]SS[#6] (42 disulfide)	116.0	26.0	108602.0	134.0	0.9985304652914271	0.6150408254940721	0.5918367346938777	0.464	0.8169014084507042	250.0
30	44	[a] (200 aryl)	71200.0	1144.0	35121.0	1413.0	0.9765149984386193	0.9472511322294426	0.982360286153825	0.9805406745348629	0.9841866637177927	72613.0
31	45	[!#6;$([N,O,S,F,Cl,Br,I,P])] (201 heteroatom)	108506.0	70.0	188.0	114.0	0.9983100350851412	0.672676931017214	0.9991528389104772	0.9989504695267907	0.9993552903035662	108620.0
32	46	[!#6;!$([+0]);!$([F,Cl,Br,I]);!$([o,s,nX3]);!$([Nv5,Pv5,Sv4,Sv6])] (202 HBA)	3104.0	303.0	104706.0	765.0	0.9901908558202759	0.8499985947073708	0.8532160527762507	0.8022744895321788	0.9110654534781333	3869.0
33	47	[$([N,O;!H0]),$(N(C)(C)C)] (203 HBD)	101769.0	1619.0	3791.0	1699.0	0.9695255239809695	0.6795773795249936	0.9839598561318018	0.9835794641821626	0.9843405424227183	103468.0
34	48	[R] (204 Ring)	87652.0	942.0	18332.0	1952.0	0.9734197909586877	0.9110575821093578	0.9837596381553103	0.9782152582473996	0.9893672257714969	89604.0
35	49	[$([$([C;$(C=[$([O;D1;$(O=C)])])]);$(C[$([O;$([H1&-0,H0&-1])])]);$(C[#6,#1])])] (205 carboxylic acid)	40470.0	2980.0	62055.0	3373.0	0.9416502874777274	0.8785527667346115	0.9272221140297618	0.923066396003923	0.9314154200230149	43843.0
36	50	[$([$([C;$(C=[$([O;D1;$(O=C)])])]);$(C(=O)O[#6]);$(C[#6,#1])])] (206 ester)	19685.0	2614.0	83370.0	3209.0	0.9465181211998751	0.8375313790940248	0.8711526121301972	0.859832270463877	0.8827750123323916	22894.0
37	51	[$([N;+0,+1;$(N(=O)~[O;H0;-0,-1])])] (207 nitro)	2104.0	203.0	106010.0	561.0	0.9929829717665644	0.8450647913688509	0.8463395012067577	0.7894934333958724	0.9120069354139575	2665.0
38	52	[$([C;$(C#[N;D1])])] (208 nitrile)	534.0	225.0	107308.0	811.0	0.9904847627619905	0.5243053082428697	0.5076045627376427	0.3970260223048327	0.7035573122529645	1345.0
39	53	[$([N;!$(N*=[!#6])]);$(N[$([a])]);!$(N~[!#6])] (209 aniline)	434.0	429.0	107231.0	784.0	0.9888590899906318	0.4178897705434911	0.41710716001922155	0.3563218390804598	0.5028968713789108	1218.0
40	54	[$([N;$(N[$([$([C;$(C=[$([O;D1;$(O=C)])])]);$(C(=O)(N)N)])])])] (210 urea)	1060.0	282.0	106741.0	795.0	0.9901081944929186	0.6671324100089301	0.6631216765717861	0.5714285714285714	0.789865871833085	1855.0
41	55	[CX4H3][#6] (Primary_carbon)	50387.0	4922.0	47053.0	6516.0	0.894946637520895	0.7900804370791351	0.8980679428225146	0.8854893415109923	0.9110090582002929	56903.0
42	56	[CX4H2]([#6])[#6] (Secondary_carbon)	57165.0	4847.0	41075.0	5791.0	0.9022943110637595	0.8003668698990185	0.914874207797196	0.908015121672279	0.9218377088305489	62956.0
43	57	[CX4H1]([#6])([#6])[#6] (Tertiary_carbon)	20808.0	3882.0	79757.0	4431.0	0.9236484872977093	0.7840579879495481	0.8335035750766087	0.8244383691905385	0.8427703523693804	25239.0
44	58	[CX4]([#6])([#6])([#6])[#6] (Quaternary_carbon)	8274.0	1739.0	96778.0	2087.0	0.9648597512812506	0.792974938264827	0.8122116422891921	0.7985715664511147	0.8263257764905623	10361.0
45	59	[CX3;$([H2]),$([H1][#6]),$(C([#6])[#6])]=[CX3;$([H2]),$([H1][#6]),$(C([#6])[#6])]  (Alkene)	23446.0	4543.0	76805.0	4084.0	0.920764525432135	0.791490069227663	0.8446117545344838	0.8516527424627679	0.8376862338775948	27530.0
46	60	[CX2]#[CX2] (Alkyne)	44.0	14.0	108578.0	242.0	0.9976487444662834	0.3409856694187828	0.2558139534883721	0.15384615384615385	0.7586206896551724	286.0
47	62	[ClX1][CX4] (Alkylchloride)	282.0	50.0	108301.0	245.0	0.9972905453810688	0.6729915641123774	0.6565774155995344	0.5351043643263758	0.8493975903614458	527.0
48	63	[FX1][CX4] (Alkylfluoride)	2757.0	132.0	105813.0	176.0	0.9971711456859972	0.9456725313384909	0.9470972174510477	0.9399931810433004	0.9543094496365524	2933.0
49	66	[OX2H][CX4;!$(C([OX2H])[O,S,#7,#15])] (Alcohol)	37164.0	3010.0	65063.0	3641.0	0.9389132790830104	0.8693125887993125	0.9178675953024859	0.9107707388800392	0.9250759197490914	40805.0
50	70	[OX2]([CX4;!$(C([OX2])[O,S,#7,#15,F,Cl,Br,I])])[CX4;!$(C([OX2])[O,S,#7,#15])] (Dialkylether)	2909.0	1701.0	101236.0	3032.0	0.9565293264020279	0.5336593209005022	0.5514169273054688	0.4896482073724962	0.6310195227765727	5941.0
51	71	[SX2]([CX4;!$(C([OX2])[O,S,#7,#15,F,Cl,Br,I])])[CX4;!$(C([OX2])[O,S,#7,#15])] (Dialkylthioether)	2063.0	293.0	105983.0	539.0	0.9923584195154209	0.8293599985952325	0.8321903993545784	0.7928516525749424	0.8756366723259762	2602.0
52	72	[OX2](c)[CX4;!$(C([OX2])[O,S,#7,#15,F,Cl,Br,I])] (Alkylarylether)	15475.0	2998.0	87033.0	3372.0	0.9414941494149415	0.7940730172321805	0.8293140407288316	0.821085583912559	0.837709088940616	18847.0
53	74	[SX2](c)[CX4;!$(C([OX2])[O,S,#7,#15,F,Cl,Br,I])] (Alkylarylthioether)	1242.0	463.0	106738.0	435.0	0.9917522364481346	0.7303138175172788	0.7344766410408042	0.740608228980322	0.7284457478005865	1677.0
54	75	[c][SX2][c] (Diarylthioether)	32.0	20.0	108715.0	111.0	0.9987968184573559	0.37063080909122403	0.32820512820512826	0.22377622377622378	0.6153846153846154	143.0
55	77	[NX3+0,NX4+;!$([N]~[!#6]);!$([N]*~[#7,#8,#15,#16])] (Amine)	24042.0	2649.0	79523.0	2664.0	0.9512022630834512	0.8681745116190331	0.9005000280914657	0.9002471354751741	0.9007530628301674	26706.0
56	78	[NX3H2+0,NX4H3+;!$([N][!C]);!$([N]*~[#7,#8,#15,#16])] (Primary_aliph_amine)	17796.0	1387.0	88593.0	1102.0	0.9771395506897629	0.9208253497570801	0.9346393214463905	0.9416869510001058	0.927696397852265	18898.0
57	79	[NX3H1+0,NX4H2+;!$([N][!C]);!$([N]*~[#7,#8,#15,#16])] (Secondary_aliph_amine)	896.0	538.0	106373.0	1071.0	0.9852219915869138	0.5262921416275906	0.5269038518082916	0.4555160142348754	0.6248256624825662	1967.0
58	80	[NX3H0+0,NX4H1+;!$([N][!C]);!$([N]*~[#7,#8,#15,#16])] (Tertiary_aliph_amine)	1464.0	689.0	105765.0	960.0	0.9848546079097705	0.6331716710717447	0.6397203408346078	0.6039603960396039	0.6799814212726428	2424.0
59	81	[NX4H0+;!$([N][!C]);!$([N]*~[#7,#8,#15,#16])] (Quaternary_aliph_ammonium)	941.0	26.0	107835.0	76.0	0.9990631716232847	0.9484230834827937	0.9485887096774194	0.9252704031465093	0.9731127197518097	1017.0
60	82	[NX3H2+0,NX4H3+]c (Primary_arom_amine)	2542.0	1189.0	104095.0	1052.0	0.9794173294880508	0.6835437471577968	0.694061433447099	0.7072899276572064	0.6813186813186813	3594.0
61	83	[NX3H1+0,NX4H2+;!$([N][!c]);!$([N]*~[#7,#8,#15,#16])] (Secondary_arom_amine)	149.0	47.0	108471.0	211.0	0.9976303752824262	0.5599179146291464	0.5359712230215827	0.41388888888888886	0.7602040816326531	360.0
62	86	[NX3H1+0,NX4H2+;$([N]([c])[C]);!$([N]*~[#7,#8,#15,#16])] (Secondary_mixed_amine)	284.0	173.0	107942.0	479.0	0.9940116460625654	0.47820398523297647	0.46557377049180326	0.3722149410222805	0.6214442013129103	763.0
63	87	[NX3H0+0,NX4H1+;$([N]([c])([C])[#6]);!$([N]*~[#7,#8,#15,#16])] (Tertiary_mixed_amine)	197.0	114.0	108134.0	433.0	0.9949760282150664	0.4429060875100904	0.41870350690754515	0.3126984126984127	0.6334405144694534	630.0
64	89	[N+;!$([N]~[!#6]);!$(N=*);!$([N]*~[#7,#8,#15,#16])] (Ammonium)	941.0	26.0	107832.0	79.0	0.9990356178474991	0.9470134115513474	0.9471565173628586	0.9225490196078432	0.9731127197518097	1020.0
65	90	[SX2H][CX4;!$(C([SX2H])~[O,S,#7,#15])] (Alkylthiol)	842.0	91.0	107828.0	117.0	0.9980896048788552	0.889185479797282	0.8900634249471459	0.8779979144942649	0.902465166130761	959.0
66	91	[SX2]([CX4;!$(C([SX2])[O,S,#7,#15,F,Cl,Br,I])])[CX4;!$(C([SX2])[O,S,#7,#15])] (Dialkylthioether)	1648.0	213.0	106495.0	522.0	0.9932493249324933	0.8167389586073616	0.8176631108905978	0.759447004608295	0.8855454056958625	2170.0
67	92	[SX2](c)[CX4;!$(C([SX2])[O,S,#7,#15])] (Alkylarylthioether)	1221.0	420.0	106807.0	430.0	0.9921930968607064	0.7378384763860047	0.7417982989064397	0.7395517867958813	0.7440585009140768	1651.0
68	93	[SX2D2][SX2D2] (Disulfide)	126.0	25.0	108596.0	131.0	0.9985672036591414	0.6389984113746334	0.6176470588235294	0.490272373540856	0.8344370860927153	257.0
69	94	[OX2H][CX4;!$(C([OX2H])[O,S,#7,#15,F,Cl,Br,I])][CX4;!$(C([N])[O,S,#7,#15])][NX3;!$(NC=[O,S,N])] (1,2-Aminoalcohol)	1130.0	383.0	106271.0	1094.0	0.9864343577214865	0.6096329573193496	0.6047631790206048	0.5080935251798561	0.7468605419695968	2224.0
70	106	[NX2;$([N][#6]),$([NH]);!$([N][CX3]=[#7,#8,#15,#16])]=[CX3;$([CH2]),$([CH][#6]),$([C]([#6])[#6])] (Imine)	88.0	29.0	108564.0	197.0	0.9979242822241408	0.48112270615834785	0.4378109452736318	0.3087719298245614	0.7521367521367521	285.0
71	109	[NX2](=[CX3;$([CH2]),$([CH][#6]),$([C]([#6])[#6])])[OX2][#6;!$(C=[#7,#8])] (Oximether)	65.0	1.0	108699.0	113.0	0.9989529565201418	0.5993725124549676	0.5327868852459016	0.3651685393258427	0.9848484848484849	178.0
72	110	[OX2]([#6;!$(C=[O,S,N])])[CX4;!$(C(O)(O)[!#6])][OX2][#6;!$(C=[O,S,N])] (Acetal)	14362.0	785.0	92965.0	766.0	0.9857546979187715	0.940497027218513	0.9487696118909992	0.9493654151242729	0.9481745560176933	15128.0
73	111	[OX2H][CX4;!$(C(O)(O)[!#6])][OX2][#6;!$(C=[O,S,N])] (Hemiacetal)	423.0	490.0	106982.0	983.0	0.9864710960892008	0.36684831709873983	0.36481241914618373	0.3008534850640114	0.4633077765607886	1406.0
74	116	[NX3v3,SX2,OX2;!$(*C=[#7,#8,#15,#16])][CX4;!$(C([N,S,O])([N,S,O])[!#6])][FX1,ClX1,BrX1,IX1] (Halogen_acetal_like)	221.0	96.0	108444.0	117.0	0.9980436819192123	0.6741777413497299	0.6748091603053435	0.6538461538461539	0.6971608832807571	338.0
75	117	[NX3v3,SX2,OX2;!$(*C=[#7,#8,#15,#16])][CX4;!$(C([N,S,O])([N,S,O])[!#6])][FX1,ClX1,BrX1,IX1,NX3v3,SX2,OX2;!$(*C=[#7,#8,#15,#16])] (Acetal_like)	15096.0	1132.0	91089.0	1561.0	0.9752658939363325	0.9036512480048547	0.9181085601337996	0.9062856456744912	0.9302440226768548	16657.0
76	119	[NX3v3,SX2,OX2;$(**=[#7,#8,#15,#16])][CX4;!$(C([N,S,O])([N,S,O])[!#6])][NX3v3,SX2,OX2;!$(*C=[#7,#8,#15,#16])] (NOS_methylen_ester_and_similar)	2441.0	653.0	104720.0	1064.0	0.9842300556586271	0.7332237792407262	0.7398090619790877	0.6964336661911555	0.7889463477698772	3505.0
77	122	[ClX1][CX3]=[CX3] (Chloroalkene)	23.0	13.0	108726.0	116.0	0.9988151876412131	0.32475040386243254	0.26285714285714284	0.16546762589928057	0.6388888888888888	139.0
78	126	[OX2H][CX3;$([H1]),$(C[#6])]=[CX3] (Enol)	351.0	153.0	107822.0	552.0	0.9935248626903507	0.5174411276582587	0.49893390191897646	0.38870431893687707	0.6964285714285714	903.0
79	128	[OX2]([#6;!$(C=[N,O,S])])[CX3;$([H0][#6]),$([H1])]=[CX3] (Enolether)	2289.0	591.0	105000.0	998.0	0.9854056834254854	0.7365625264865386	0.7423382519863791	0.6963796775174932	0.7947916666666667	3287.0
80	129	[OX2]([CX3]=[OX1])[#6X3;$([#6][#6]),$([H1])]=[#6X3;!$(C[OX2H])] (Enolester)	23.0	16.0	108758.0	81.0	0.9991090945829276	0.36079473120971123	0.32167832167832167	0.22115384615384615	0.5897435897435898	104.0
81	130	[NX3;$([NH2][CX3]),$([NH1]([CX3])[#6]),$([N]([CX3])([#6])[#6]);!$([N]*=[#7,#8,#15,#16])][CX3;$([CH]),$([C][#6])]=[CX3] (Enamine)	220.0	22.0	108412.0	224.0	0.9977405903855692	0.6702572244929211	0.641399416909621	0.4954954954954955	0.9090909090909091	444.0
82	139	[CX3;$([R0][#6]),$([H1R0])](=[OX1])[OX2][#6;!$(C=[O,N,S])] (Carboxylic_ester)	16921.0	1884.0	87572.0	2501.0	0.959725564393174	0.8610381967972773	0.8852905014780129	0.8712285037586243	0.8998138792874235	19422.0
83	140	[#6][#6X3R](=[OX1])[#8X2][#6;!$(C=[O,N,S])] (Lactone)	4310.0	1613.0	100841.0	2114.0	0.96576902588218	0.680662576046068	0.6981452984530655	0.6709215442092155	0.727671787945298	6424.0
84	142	[$([#6X3H0][#6]),$([#6X3H])](=[!#6])[!#6] (Carboxylic_acid_derivative)	73710.0	3409.0	27239.0	4520.0	0.9271753705982844	0.8221856655558067	0.9489600834250622	0.9422216540968937	0.9557955886357448	78230.0
85	144	[CX3;$([R0][#6]),$([H1R0])](=[OX1])[SX2][#6;!$(C=[O,N,S])] (Carbothioic_S_ester)	84.0	28.0	108726.0	40.0	0.9993754477488566	0.7124762349591565	0.7118644067796611	0.6774193548387096	0.75	124.0
86	152	[CX3;$([R0][#6]),$([H1R0])](=[OX1])[#7X3;$([H2]),$([H1][#6;!$(C=[O,N,S])]),$([#7]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])])] (Amide)	22307.0	2986.0	80800.0	2785.0	0.9469957199801613	0.8509938327574416	0.8854619430386027	0.8890084489080184	0.8819436207646384	25092.0
87	153	[CX3;$([R0][#6]),$([H1R0])](=[OX1])[NX3H2] (Primary_amide)	2837.0	614.0	104627.0	800.0	0.987012987012987	0.7940928565112284	0.8005079006772009	0.7800384932636789	0.8220805563604753	3637.0
88	154	[CX3;$([R0][#6]),$([H1R0])](=[OX1])[#7X3H1][#6;!$(C=[O,N,S])] (Secondary_amide)	20214.0	3106.0	83193.0	2365.0	0.9497510975587354	0.8491570646222592	0.8808035033442995	0.895256654413393	0.8668096054888508	22579.0
89	155	[CX3;$([R0][#6]),$([H1R0])](=[OX1])[#7X3H0]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])] (Tertiary_amide)	2547.0	658.0	104668.0	1005.0	0.9847260236227704	0.747074531064312	0.7538848601450348	0.7170608108108109	0.7946957878315133	3552.0
90	156	[#6R][#6X3R](=[OX1])[#7X3;$([H1][#6;!$(C=[O,N,S])]),$([H0]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])])] (Lactam)	5607.0	2390.0	98809.0	2072.0	0.9590183508146733	0.6934561759806604	0.7153610614952794	0.7301731996353692	0.701137926722521	7679.0
91	157	[#6X3;$([H0][#6]),$([H1])](=[OX1])[#7X3H0]([#6])[#6X3;$([H0][#6]),$([H1])](=[OX1]) (Alkyl_imide)	127.0	42.0	108499.0	210.0	0.9976854828339977	0.531206546697426	0.5019762845849802	0.3768545994065282	0.7514792899408284	337.0
92	159	[#6X3;$([H0][#6]),$([H1])](=[OX1])[#7X3H1][#6X3;$([H0][#6]),$([H1])](=[OX1]) (Imide_acidic)	39.0	73.0	108623.0	143.0	0.9980161281434266	0.27221799721309925	0.26530612244897955	0.21428571428571427	0.3482142857142857	182.0
93	163	[NX3;!$(NC=[O,S])][CX3;$([CH]),$([C][#6])]=[NX2;!$(NC=[O,S])] (Amidine)	20.0	11.0	108719.0	128.0	0.9987233417219273	0.2948896294559912	0.22346368715083798	0.13513513513513514	0.6451612903225806	148.0
94	164	[CX3;$([H0][#6]),$([H1])](=[OX1])[#7X3;$([H1]),$([H0][#6;!$(C=[O,N,S])])][$([OX2H]),$([OX1-])] (Hydroxamic_acid)	178.0	10.0	108488.0	202.0	0.9980528665111409	0.6652423516793328	0.6267605633802817	0.46842105263157896	0.9468085106382979	380.0
95	169	[#6R][#6X3R](=,:[#7X2;$([H1]),$([H0][#6;!$(C=[O,N,S])])])[OX2][#6;!$(C=[O,N,S])] (Imidolactone)	279.0	51.0	108230.0	318.0	0.9966108855783538	0.6271730197787171	0.6019417475728156	0.46733668341708545	0.8454545454545455	597.0
96	173	[#6R][#6X3R](=,:[#7X2;$([H1]),$([H0][#6;!$(C=[O,N,S])])])[SX2][#6;!$(C=[O,N,S])] (Imidothiolactone)	99.0	51.0	108640.0	88.0	0.9987233417219273	0.5904862191204124	0.5875370919881305	0.5294117647058824	0.66	187.0
97	175	[#6][#6X3R;$([H0](=[NX2;!$(N(=[#6X3][#7X3])C=[O,S])])[#7X3;!$(N([#6X3]=[#7X2])C=[O,S])]),$([H0](-[NX3;!$(N([#6X3]=[#7X2])C=[O,S])])=,:[#7X2;!$(N(=[#6X3][#7X3])C=[O,S])])]   (Imidolactam)	1943.0	934.0	105234.0	767.0	0.9843770091294843	0.6878571272254638	0.6955432253445498	0.7169741697416974	0.6753562738964198	2710.0
98	177	[#6R][#6X3R](=,:[#7X2;$([H1]),$([H0][#6;!$(C=[O,N,S])])])[FX1,ClX1,BrX1,IX1] (Imidoylhalide_cyclic)	145.0	102.0	108358.0	273.0	0.9965557780267823	0.4496869656058509	0.43609022556390975	0.34688995215311	0.5870445344129555	418.0
99	179	[NX3,NX4+;!$([N]~[!#6]);!$([N]*~[#7,#8,#15,#16])][C][CX3](=[OX1])[OX2H,OX1-] (Alpha_aminoacid)	2747.0	533.0	104863.0	735.0	0.9883539374345598	0.8068609295909105	0.8124815143448684	0.7889144170017232	0.8375	3482.0
100	180	[OX2H][C][CX3](=[OX1])[OX2H,OX1-] (Alpha_hydroxyacid)	764.0	467.0	107167.0	480.0	0.9913021914436342	0.6129836096383623	0.6173737373737374	0.6141479099678456	0.620633631194151	1244.0
101	181	[NX3;$([N][CX3](=[OX1])[C][NX3,NX4+])][C][CX3](=[OX1])[NX3;$([N][C][CX3](=[OX1])[NX3,OX2,OX1-])] (Peptide_middle)	4926.0	375.0	103157.0	420.0	0.9926982494167784	0.9215016915531984	0.925331079177233	0.9214365881032548	0.9292586304470855	5346.0
102	182	[NX3;$([N][CX3](=[OX1])[C][NX3,NX4+])][C][CX3](=[OX1])[OX2H,OX1-] (Peptide_C_term)	11394.0	699.0	96494.0	291.0	0.9909072539907052	0.9534397696828522	0.9583648750946253	0.9750962772785623	0.9421979657653188	11685.0
103	183	[NX3,NX4+;!$([N]~[!#6]);!$([N]*~[#7,#8,#15,#16])][C][CX3](=[OX1])[NX3;$([N][C][CX3](=[OX1])[NX3,OX2,OX1-])] (Peptide_N_term)	11392.0	648.0	96529.0	309.0	0.9912103455243484	0.9548811381951402	0.9596899877848447	0.9735920006837022	0.9461794019933555	11701.0
104	189	[#6X3](=[OX1])[#6X3]=,:[#6X3][#7,#8,#16,F,Cl,Br,I] (Vinylogous_carbonyl_or_carboxyl_derivative)	22805.0	5794.0	75073.0	5206.0	0.8989694887856132	0.7375095554894372	0.8056880409821586	0.8141444432544358	0.7974055036889401	28011.0
105	190	[#6X3](=[OX1])[#6X3]=,:[#6X3][$([OX2H]),$([OX1-])] (Vinylogous_acid)	10337.0	2735.0	93042.0	2764.0	0.9494939289847352	0.7611956659216066	0.7898979864746112	0.7890237386459049	0.7907741738066095	13101.0
106	191	[#6X3](=[OX1])[#6X3]=,:[#6X3][#6;!$(C=[O,N,S])] (Vinylogous_ester)	36688.0	5755.0	60906.0	5529.0	0.8963610646778963	0.7819414507658198	0.8667139144814553	0.869033801549139	0.8644063803218434	42217.0
107	192	[#6X3](=[OX1])[#6X3]=,:[#6X3][#7X3;$([H2]),$([H1][#6;!$(C=[O,N,S])]),$([#7]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])])] (Vinylogous_amide)	4386.0	2172.0	99981.0	2339.0	0.9585683058101728	0.6383923285889491	0.6603929835127607	0.6521933085501859	0.6688014638609332	6725.0
108	193	[#6X3](=[OX1])[#6X3]=,:[#6X3][FX1,ClX1,BrX1,IX1] (Vinylogous_halide)	524.0	517.0	107178.0	659.0	0.9891989198919892	0.4667613132111867	0.4712230215827339	0.4429416737109045	0.5033621517771374	1183.0
109	197	[!#6][#6X3](=[!#6])[!#6] (Carbonic_acid_derivatives)	7324.0	1268.0	98210.0	2076.0	0.9692867245908264	0.7983935434143525	0.8141396176078256	0.7791489361702127	0.8524208566108007	9400.0
110	201	[#7X3;!$([#7][!#6])][#6X3](=[OX1])[#7X3;!$([#7][!#6])] (Urea)	1926.0	596.0	105446.0	910.0	0.9861680045555576	0.7131476040875071	0.7189249720044792	0.6791255289139634	0.7636796193497224	2836.0
111	202	[#7X3;!$([#7][!#6])][#6X3](=[SX1])[#7X3;!$([#7][!#6])] (Thiourea)	430.0	141.0	108166.0	141.0	0.9974099450761402	0.7517629436865243	0.7530647985989493	0.7530647985989493	0.7530647985989493	571.0
